accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
7.643432106728357406e-04,-1.415542267900897098e-03,-9.797548872824888733e+00
3.710922673348341781e-04,-2.024068343088553188e-04,-9.794094056443890750e+00
-2.894872135555884383e-03,8.218132400933596607e-03,-9.789940070582328957e+00
-4.353121171074812897e-03,1.382207937416864499e-02,-9.799234575349119680e+00
7.748841155786756344e-04,2.703929778596275008e-03,-9.789828333149038997e+00
7.492449140705109874e-03,4.232977355816180953e-03,-9.792264985516538900e+00
1.487806842709917194e-03,7.956110317566706183e-03,-9.797393928647675665e+00
-1.556197341628768075e-03,-9.516927084362655428e-03,-9.799705416422508364e+00
-2.694068200969460675e-03,-4.551173001844117244e-03,-9.791241045907289831e+00
9.245385210738424168e-04,2.928567756542056408e-03,-9.799650715878042817e+00
1.023776448548720415e-03,-2.676287103484976948e-03,-9.793367404375086238e+00
5.721532101298046000e-03,-1.707330902949355869e-03,-9.794891781054365865e+00
6.314986015340689519e-04,-5.486821911959401457e-03,-9.794327018514502825e+00
-5.856214667126163984e-04,4.602871975509963739e-04,-9.790966063026054655e+00
-7.047446384184672535e-03,1.844383068727908134e-03,-9.791485484598977607e+00
-4.594108965211915994e-03,2.012580703628452303e-03,-9.798295165470825907e+00
1.522401040855297493e-03,-2.935208516181984657e-03,-9.791992107489630115e+00
-1.068219175242625038e-02,6.500981667696479130e-03,-9.803956710128614915e+00
5.698342280607208814e-03,4.541688489193314651e-03,-9.794599971743334521e+00
1.319871411513032873e-05,4.004064820498700987e-03,-9.796452914574979687e+00
1.308481168354658133e-03,1.071124173673726476e-02,-9.783922125851496787e+00
-1.038454829011778565e-03,-3.728312863184818447e-04,-9.789213855351080795e+00
-2.116606421675188299e-03,4.579570615520403131e-04,-9.792044309568918692e+00
9.783703602845711649e-04,4.096305465652098216e-03,-9.794984317585106126e+00
1.625688559910590247e-03,-3.994025129107158130e-03,-9.792430201717841953e+00
-1.542386500048083860e-03,6.561731320143810234e-03,-9.793054031072466969e+00
-6.936243434299553708e-03,9.418480142206591896e-03,-9.792117475911586766e+00
9.159178091521405062e-04,-3.536727351959098511e-03,-9.802263324338369443e+00
9.747498598325179606e-03,1.427969513130895873e-02,-9.798602316882099927e+00
2.302747886778549417e-03,1.106382204452179344e-02,-9.795592837756887050e+00
-5.053869260775979699e-03,-5.658301038461163203e-03,-9.796412689252335326e+00
-2.844165010346727984e-04,-2.139827169278134874e-03,-9.795393389797286687e+00
4.538115850035410667e-03,1.255394243869471663e-03,-9.795846898797774926e+00
-1.409561692251097955e-03,7.258764886435038885e-04,-9.797809034501710812e+00
1.001761504648470379e-02,4.058324242481556841e-03,-9.791880385918954488e+00
