gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.705394913085956671e-03,-1.125230745995761672e-02,-1.947903172562101895e-02
-9.721667579658841568e-03,8.167654920072084162e-04,9.194066868319760583e-03
1.393312882492843234e-02,-1.163525630133903192e-02,6.356104490784114311e-03
4.050826405883166045e-03,1.171183860919055837e-04,5.064978039048752441e-03
1.247477361498120808e-02,5.336096516872351585e-03,-9.220796751485436232e-03
2.334396429132212271e-03,6.311470315654337318e-03,-2.483705679137226496e-04
6.796166185887028179e-03,-1.267565943518321123e-02,-2.039558385557115657e-03
1.063222858701889581e-02,-3.156691582108708555e-03,-6.142830513919251938e-03
7.469558826983474162e-03,-1.729707740603231639e-02,1.434683875005408589e-03
3.450728499803917999e-03,1.512090885524329520e-02,1.001161111233264331e-02
6.753693250538298724e-04,3.492238896665204699e-03,-5.237531653664048367e-03
1.549294531667360850e-02,1.397267614504524302e-02,1.155090887816232967e-03
1.784192500173839568e-02,-1.060460551232896009e-02,-7.111837541726815509e-03
-4.352916970690451706e-03,-7.222893988686159179e-03,-4.727591350816282879e-03
1.143428860754651215e-02,-1.207876251083483260e-02,4.666240119886360706e-03
-1.262964317675950750e-03,2.579512487582381539e-03,-9.994839257843949470e-03
-3.560825151243744626e-03,-2.199760778268528699e-02,4.848510876492237182e-04
-2.098081811998226374e-03,1.757442062587380449e-02,5.555760430324727757e-04
-1.129609497480415711e-02,3.171773440222652729e-03,-2.871370130371927055e-03
-3.456482262661276280e-03,6.378171309188007849e-03,5.336483572086329202e-03
9.954575148603954024e-03,-1.867314770607378166e-03,-2.026986075505976190e-02
-9.580862768158331100e-03,-6.266705782336368449e-03,-4.815272419131985844e-03
-9.151897543869769516e-03,5.939061722657433713e-03,-6.686050082276569044e-03
-1.061186464245542386e-03,7.289826273224581750e-04,5.883429811795764207e-03
-3.785765766400386260e-03,1.547737781134015875e-02,-1.666431559181030808e-02
-8.613246383496603580e-04,-2.307692566601392617e-03,-1.790095930439736431e-05
8.956402715774802736e-03,9.286259688518877162e-03,1.597020105330540073e-03
-2.181636242310875523e-02,-1.763222772539196730e-03,1.159838115474396032e-02
-1.412677121753897315e-03,2.412368234776313212e-03,-1.187316656774290574e-02
-1.244113917081821410e-02,2.154866189613841021e-02,1.993593678309570506e-03
1.095942568369989711e-02,2.790588984432373822e-03,1.597680135153643419e-02
-1.455051404387302377e-02,6.175681763040897533e-03,-6.765418240797068305e-04
-1.527711677570756967e-02,1.377710797483530474e-03,1.183789014219861421e-02
-1.739484152470099822e-03,6.652778844428559879e-03,7.711504183692708715e-03
